Tripid,Dateid,Stationid,Truckid,Wastecollected
114411,300,77,157,34.43
114412,300,77,150,30.0
114413,300,40,134,32.97
114414,300,97,121,34.08
114415,300,43,144,34.4
114416,300,97,121,43.9
114417,300,77,157,32.16
114418,300,40,137,41.77
114419,300,43,143,42.04
114420,300,97,122,30.25
114421,300,77,152,41.04
114422,300,46,169,32.46
114423,300,46,169,44.92
114424,300,97,121,39.49
114425,300,97,115,31.23
114426,300,40,134,42.22
114427,300,97,121,36.96
114428,300,77,152,44.13
114429,300,97,120,40.86
114430,300,77,160,41.7
114431,300,77,150,40.39
114432,300,43,143,39.98
114433,300,71,125,30.08
114434,300,97,121,37.96
114435,300,97,121,41.45
114436,300,40,137,32.97
114437,300,71,130,34.8
114438,300,43,143,34.05
114439,300,46,169,41.28
114440,300,46,162,44.6
114441,300,77,152,36.07
114442,300,46,162,33.19
114443,300,97,122,36.82
114444,300,97,120,43.1
114445,300,43,148,38.21
114446,300,97,121,32.9
114447,300,48,189,41.04
114448,300,47,170,40.89
114449,300,82,211,33.39
114450,300,47,178,44.91
114451,300,47,178,44.13
114452,300,47,179,32.62
114453,300,81,192,44.32
114454,300,47,179,39.48
114455,300,82,213,40.68
114456,300,48,189,32.87
114457,300,47,178,35.83
114458,300,82,213,33.54
114459,300,81,194,32.49
114460,300,48,182,30.88
114461,300,81,194,32.27
114462,300,47,178,36.15
114463,300,81,198,40.63
114464,300,48,182,41.05
114465,300,48,189,39.55
114466,300,47,178,36.94
114467,300,47,179,33.04
114468,300,82,213,43.42
114469,300,82,213,31.26
114470,300,47,170,34.27
114471,300,82,213,30.25
114472,300,48,182,33.44
114473,300,47,170,43.54
114474,300,81,194,44.46
114475,300,81,194,35.45
114476,300,81,194,36.44
114477,300,82,211,40.93
114478,300,48,189,32.81
114479,300,82,213,43.38
114480,300,82,213,44.12
114481,300,47,178,41.4
114482,300,81,191,40.6
114483,300,47,179,31.15
114484,300,47,179,44.99
114485,300,47,178,36.32
114486,300,81,194,32.17
114487,300,82,213,36.97
114488,300,81,192,36.02
114489,300,82,213,43.16
114490,300,48,188,38.98
114491,300,81,194,38.36
114492,300,82,213,39.14
114493,300,48,189,34.86
114494,300,81,194,30.39
114495,300,82,211,34.27
114496,300,81,198,36.53
114497,300,47,178,36.28
114498,300,81,198,32.97
114499,300,48,188,39.06
114500,300,82,213,30.72
114501,300,47,178,30.87
114502,300,81,198,34.8
114503,300,81,194,34.6
114504,300,47,178,35.28
114505,300,82,213,33.22
114506,300,81,194,33.44
114507,300,82,213,40.47
114508,300,82,211,44.35
114509,300,47,170,41.59
114510,300,82,211,41.56
114511,300,47,170,38.32
114512,300,82,213,43.17
114513,300,82,213,42.74
114514,300,81,192,35.95
114515,300,48,188,40.2
114516,300,82,213,38.25
114517,300,47,179,35.89
114518,300,48,189,39.6
114519,300,48,188,35.33
114520,300,48,182,38.86
114521,300,48,184,38.86
114522,300,82,213,30.53
114523,300,83,217,36.85
114524,300,21,246,34.91
114525,300,21,245,36.88
114526,300,83,217,40.75
114527,300,83,217,36.44
114528,300,83,229,35.44
114529,300,19,230,35.32
114530,300,83,229,44.44
114531,300,21,244,38.94
114532,300,83,229,33.16
114533,300,19,238,36.94
114534,300,83,229,42.59
114535,300,19,233,39.54
114536,300,83,217,31.49
114537,300,19,230,31.99
114538,300,83,229,33.85
114539,300,83,217,42.06
114540,300,83,229,37.75
114541,300,19,232,30.12
114542,300,21,240,31.63
114543,300,19,233,32.91
114544,300,19,232,30.08
114545,300,19,230,37.37
114546,300,19,233,41.09
114547,300,83,217,31.62
114548,300,21,246,37.49
114549,300,83,217,30.88
114550,300,21,244,32.83
114551,300,21,246,42.9
114552,300,83,229,37.58
114553,300,21,240,31.96
114554,300,83,229,41.27
114555,300,19,230,41.42
114556,300,19,238,43.11
114557,300,19,233,30.51
114558,300,83,217,30.44
114559,300,19,230,33.63
114560,300,19,232,33.9
114561,300,21,244,38.53
114562,300,21,240,31.07
114563,300,21,240,38.04
114564,300,21,244,39.74
114565,300,83,217,44.92
114566,300,21,246,35.39
114567,300,19,233,38.1
114568,300,21,246,40.82
114569,300,19,230,34.33
114570,300,21,246,35.2
114571,300,19,238,42.22
114572,300,83,217,43.86
114573,300,19,238,39.91
114574,300,83,229,41.45
114575,300,21,246,39.18
114576,300,21,240,41.1
114577,300,19,233,35.08
114578,300,19,232,33.41
114579,300,21,244,40.76
114580,300,21,240,33.98
114581,300,83,217,43.3
114582,300,83,229,43.98
114583,300,19,232,42.57
114584,300,21,244,44.15
114585,300,19,232,37.15
114586,300,19,232,38.63
114587,300,21,244,39.32
114588,300,19,232,41.76
114589,300,19,238,32.54
114590,300,21,246,42.58
114591,300,83,217,31.75
114592,300,83,229,40.94
114593,300,83,229,41.3
114594,300,83,229,35.5
114595,300,83,229,35.18
114596,300,21,244,43.84
114597,300,21,245,32.9
114598,300,21,244,33.6
114599,300,44,301,33.84
114600,300,57,270,38.57
114601,300,57,275,39.18
114602,300,44,298,44.63
114603,300,57,270,33.35
114604,300,84,261,42.28
114605,300,84,266,34.24
114606,300,57,275,33.26
114607,300,84,266,32.64
114608,300,32,286,35.68
114609,300,31,277,31.3
114610,300,86,252,44.62
114611,300,44,298,44.37
114612,300,57,270,43.33
114613,300,57,275,43.45
114614,300,57,270,38.62
114615,300,31,276,43.16
114616,300,31,283,31.01
114617,300,84,261,32.73
114618,300,31,276,41.89
114619,300,57,275,43.47
114620,300,31,280,38.33
114621,300,32,288,43.99
114622,300,31,280,41.85
114623,300,32,286,43.27
114624,300,84,266,42.84
114625,300,44,298,40.36
114626,300,86,257,31.24
114627,300,31,277,30.96
114628,300,44,298,39.41
114629,300,44,301,42.24
114630,300,32,286,33.35
114631,300,31,277,43.65
114632,300,86,252,33.25
114633,300,57,270,30.54
114634,300,84,261,44.69
114635,300,86,252,31.91
114636,300,44,297,44.21
114637,300,57,272,37.64
114638,300,84,266,36.87
114639,300,57,270,31.23
114640,300,44,297,42.8
114641,300,32,288,42.51
114642,300,84,262,39.91
114643,300,84,266,42.58
114644,300,44,298,41.16
114645,300,86,252,36.94
114646,300,31,276,32.99
114647,300,44,299,33.82
114648,300,84,261,39.69
114649,300,57,272,33.93
114650,300,32,288,38.38
114651,300,84,266,36.12
114652,300,84,266,38.38
114653,300,86,257,38.97
114654,300,57,272,42.44
114655,300,86,257,42.28
114656,300,44,301,36.38
114657,300,86,257,31.09
114658,300,84,261,36.32
114659,300,32,291,32.99
114660,300,44,298,40.72
114661,300,86,252,33.73
114662,300,86,252,31.65
114663,300,57,270,31.68
114664,300,32,288,35.07
114665,300,86,251,41.58
114666,300,44,297,30.37
114667,300,32,286,30.78
114668,300,32,288,39.63
114669,300,32,286,43.71
114670,300,31,283,39.62
114671,300,86,252,41.53
114672,300,31,276,35.79
114673,300,57,272,34.05
114674,300,32,288,31.85
114675,301,40,136,37.18
114676,301,77,150,32.64
114677,301,40,137,31.45
114678,301,97,122,38.63
114679,301,77,160,32.21
114680,301,71,133,30.25
114681,301,77,150,35.81
114682,301,77,150,37.65
114683,301,40,136,35.88
114684,301,77,157,32.61
114685,301,43,143,44.7
114686,301,46,161,30.27
114687,301,71,130,43.95
114688,301,97,115,32.93
114689,301,46,161,36.11
114690,301,46,162,31.92
114691,301,71,133,42.62
114692,301,46,162,35.64
114693,301,43,145,34.61
114694,301,40,136,37.92
114695,301,71,126,39.18
114696,301,40,135,30.01
114697,301,77,150,34.13
114698,301,40,134,40.67
114699,301,77,152,30.02
114700,301,77,150,30.45
114701,301,97,121,35.51
114702,301,71,126,33.98
114703,301,97,115,40.4
114704,301,43,143,38.28
114705,301,77,157,44.0
114706,301,97,115,44.93
114707,301,71,125,33.4
114708,301,40,135,36.37
114709,301,77,160,33.83
114710,301,40,135,31.19
114711,301,43,143,30.99
114712,301,71,126,32.26
114713,301,71,133,34.77
114714,301,40,136,34.37
114715,301,71,126,41.13
114716,301,71,133,36.42
114717,301,43,148,32.92
114718,301,97,115,35.4
114719,301,43,144,38.77
114720,301,46,169,40.82
114721,301,97,115,31.65
114722,301,77,157,30.8
114723,301,43,148,39.2
114724,301,40,135,32.55
114725,301,97,115,37.41
114726,301,77,150,33.42
114727,301,77,157,36.24
114728,301,77,152,32.21
114729,301,43,144,34.44
114730,301,40,134,40.16
114731,301,71,126,39.6
114732,301,43,144,34.16
114733,301,77,157,39.0
114734,301,46,161,41.54
114735,301,97,115,33.17
114736,301,43,145,42.98
114737,301,71,125,36.62
114738,301,77,150,30.77
114739,301,40,137,37.44
114740,301,43,144,40.48
114741,301,77,157,43.22
114742,301,46,162,43.49
114743,301,77,152,40.14
114744,301,71,133,37.65
114745,301,46,161,32.08
114746,301,71,130,33.73
114747,301,43,144,33.18
114748,301,43,148,41.68
114749,301,40,137,41.22
114750,301,71,126,34.07
114751,301,81,194,41.21
114752,301,81,191,35.79
114753,301,48,189,41.93
114754,301,47,178,35.67
114755,301,81,194,31.56
114756,301,81,198,44.43
114757,301,48,188,34.02
114758,301,47,178,43.45
114759,301,81,192,39.69
114760,301,81,192,39.18
114761,301,47,170,43.45
114762,301,82,211,35.74
114763,301,82,211,31.96
114764,301,47,179,37.69
114765,301,48,182,36.41
114766,301,81,198,37.47
114767,301,81,192,31.3
114768,301,82,213,38.37
114769,301,82,211,40.89
114770,301,81,198,44.6
114771,301,82,211,30.2
114772,301,48,184,35.02
114773,301,82,211,40.63
114774,301,48,188,31.23
114775,301,81,192,40.1
114776,301,81,194,34.23
114777,301,81,198,37.64
114778,301,48,188,41.04
114779,301,48,189,42.42
114780,301,47,178,37.51
114781,301,82,211,33.12
114782,301,47,170,40.24
114783,301,81,192,40.87
114784,301,48,182,37.71
114785,301,81,198,35.87
114786,301,47,179,30.89
114787,301,82,211,41.97
114788,301,82,211,37.75
114789,301,47,170,41.1
114790,301,48,184,44.89
114791,301,81,191,31.13
114792,301,82,213,44.63
114793,301,82,213,33.34
114794,301,48,189,30.3
114795,301,82,211,44.27
114796,301,82,211,38.13
114797,301,47,179,43.55
114798,301,47,170,34.84
114799,301,82,213,33.45
114800,301,81,191,42.85
114801,301,48,182,32.8
114802,301,81,192,38.69
114803,301,81,191,30.85
114804,301,81,198,44.69
114805,301,82,211,34.45
114806,301,47,178,35.12
114807,301,48,182,32.82
114808,301,48,182,44.57
114809,301,47,178,34.25
114810,301,47,178,43.15
114811,301,47,170,40.93
114812,301,48,188,34.11
114813,301,47,179,39.89
114814,301,48,182,31.54
114815,301,48,182,30.9
114816,301,81,198,43.77
114817,301,48,184,34.01
114818,301,47,170,34.35
114819,301,47,178,34.17
114820,301,48,182,41.12
114821,301,82,211,42.32
114822,301,82,211,31.12
114823,301,81,198,32.22
114824,301,81,198,40.75
114825,301,47,179,41.26
114826,301,81,191,38.39
114827,301,83,229,30.51
114828,301,19,238,32.45
114829,301,83,217,39.72
114830,301,21,246,42.04
114831,301,83,217,39.44
114832,301,21,246,37.24
114833,301,21,246,41.79
114834,301,19,238,41.42
114835,301,19,230,30.36
114836,301,19,238,39.36
114837,301,83,229,38.75
114838,301,21,244,40.86
114839,301,83,229,32.79
114840,301,19,230,37.0
114841,301,21,244,42.77
114842,301,21,244,42.17
114843,301,21,245,43.53
114844,301,21,244,34.2
114845,301,19,238,36.52
114846,301,19,238,37.2
114847,301,83,229,31.97
114848,301,83,217,32.99
114849,301,21,246,37.85
114850,301,19,233,40.89
114851,301,19,232,36.82
114852,301,83,217,34.3
114853,301,83,229,38.38
114854,301,19,232,40.26
114855,301,21,245,36.27
114856,301,19,238,36.59
114857,301,83,217,32.34
114858,301,21,245,41.65
114859,301,21,244,35.5
114860,301,21,244,44.67
114861,301,83,217,33.02
114862,301,83,229,35.86
114863,301,21,240,40.61
114864,301,21,240,43.02
114865,301,19,238,31.9
114866,301,21,245,32.64
114867,301,21,244,40.38
114868,301,19,238,37.14
114869,301,19,230,35.34
114870,301,21,245,32.44
114871,301,21,244,42.67
114872,301,21,246,33.21
114873,301,21,244,35.39
114874,301,21,244,34.47
114875,301,21,240,33.19
114876,301,19,230,30.62
114877,301,83,217,44.31
114878,301,83,217,39.07
114879,301,83,217,38.64
114880,301,19,233,36.53
114881,301,19,232,43.98
114882,301,21,246,31.37
114883,301,83,229,30.45
114884,301,19,233,38.61
114885,301,19,232,38.47
114886,301,19,233,40.32
114887,301,83,217,31.45
114888,301,21,244,35.52
114889,301,19,233,40.3
114890,301,19,232,39.83
114891,301,19,230,34.8
114892,301,83,217,34.83
114893,301,83,229,44.93
114894,301,21,245,30.34
114895,301,21,245,34.28
114896,301,21,240,34.89
114897,301,21,244,34.67
114898,301,19,233,37.52
114899,301,21,244,42.47
114900,301,83,229,42.68
114901,301,21,244,31.49
114902,301,19,238,38.68
114903,301,86,257,32.57
114904,301,86,252,41.46
114905,301,57,270,32.13
114906,301,31,276,39.04
114907,301,31,280,36.09
114908,301,44,297,37.57
114909,301,32,290,43.29
114910,301,84,261,41.19
114911,301,86,255,43.39
114912,301,31,280,34.3
114913,301,31,276,30.97
114914,301,32,288,44.81
114915,301,44,301,30.17
114916,301,84,266,39.2
114917,301,84,266,43.31
114918,301,32,286,35.69
114919,301,86,257,44.74
114920,301,31,283,40.6
114921,301,44,297,33.23
114922,301,31,280,44.52
114923,301,31,280,43.96
114924,301,86,252,40.63
114925,301,32,288,34.02
114926,301,84,262,33.53
114927,301,86,257,36.39
114928,301,44,298,31.2
114929,301,57,275,42.04
114930,301,31,283,43.34
114931,301,44,301,31.58
114932,301,32,291,34.08
114933,301,84,262,44.12
114934,301,32,291,38.29
114935,301,84,266,34.76
114936,301,31,277,33.45
114937,301,86,255,41.18
114938,301,31,276,37.67
114939,301,31,280,33.91
114940,301,57,272,40.97
114941,301,57,274,33.62
114942,301,86,257,36.25
114943,301,31,276,34.12
114944,301,44,299,30.15
114945,301,32,290,42.57
114946,301,32,288,34.59
114947,301,57,270,34.4
114948,301,57,275,42.54
114949,301,57,275,34.39
114950,301,44,298,41.3
114951,301,31,277,44.37
114952,301,57,270,35.79
114953,301,86,257,38.61
114954,301,57,272,31.73
114955,301,57,275,43.23
114956,301,86,251,43.28
114957,301,57,270,34.93
114958,301,86,251,42.96
114959,301,31,276,33.53
114960,301,31,276,37.71
114961,301,31,283,35.1
114962,301,86,257,33.13
114963,301,31,277,40.52
114964,301,57,272,39.76
114965,301,84,261,44.71
114966,301,86,255,35.41
114967,301,57,274,37.47
114968,301,32,286,31.8
114969,301,57,275,41.2
114970,301,86,251,33.88
114971,301,86,255,32.17
114972,301,86,257,37.25
114973,301,84,265,31.11
114974,301,86,251,39.06
114975,301,86,255,42.35
114976,301,86,252,37.69
114977,301,32,286,38.52
114978,301,57,270,33.15
114979,302,71,130,44.75
114980,302,77,157,41.43
114981,302,46,168,34.71
114982,302,97,122,41.18
114983,302,43,144,33.36
114984,302,40,134,31.36
114985,302,40,134,35.51
114986,302,77,150,34.18
114987,302,43,143,33.36
114988,302,71,133,43.07
114989,302,71,130,41.74
114990,302,43,145,42.91
114991,302,40,134,37.89
114992,302,43,145,44.05
114993,302,97,122,36.47
114994,302,46,168,32.35
114995,302,77,150,39.9
114996,302,71,133,37.47
114997,302,46,168,40.09
114998,302,97,115,40.45
114999,302,43,148,39.19
115000,302,77,157,32.72
115001,302,43,143,32.58
115002,302,46,161,41.34
115003,302,77,150,31.11
115004,302,43,145,30.33
115005,302,43,145,39.83
115006,302,46,161,40.35
115007,302,43,143,43.89
115008,302,71,126,40.58
115009,302,77,157,33.51
115010,302,43,144,34.0
115011,302,46,168,42.07
115012,302,97,115,30.44
115013,302,71,130,40.78
115014,302,43,143,30.43
115015,302,43,143,40.4
115016,302,40,135,39.11
115017,302,40,137,34.05
115018,302,97,122,35.27
115019,302,71,133,43.56
115020,302,46,161,35.64
115021,302,77,150,32.7
115022,302,40,136,43.63
115023,302,40,137,37.57
115024,302,97,122,38.62
115025,302,71,130,37.3
115026,302,46,161,39.51
115027,302,77,152,30.8
115028,302,97,121,42.61
115029,302,97,120,31.17
115030,302,97,121,31.75
115031,302,46,169,43.38
115032,302,46,168,34.06
115033,302,40,137,37.89
115034,302,71,133,44.4
115035,302,43,143,40.2
115036,302,40,137,41.16
115037,302,97,121,33.57
115038,302,46,161,33.69
115039,302,97,115,39.3
115040,302,46,168,36.67
115041,302,77,160,35.23
115042,302,40,135,40.01
115043,302,46,161,44.01
115044,302,71,133,36.68
115045,302,77,150,38.52
115046,302,46,161,36.79
115047,302,46,168,39.25
115048,302,97,120,37.46
115049,302,43,148,33.55
115050,302,40,134,38.27
115051,302,77,152,44.06
115052,302,97,115,44.92
115053,302,46,168,44.73
115054,302,71,133,40.03
115055,302,48,188,33.4
115056,302,48,189,42.36
115057,302,48,189,41.19
115058,302,47,178,41.67
115059,302,82,211,38.36
115060,302,47,170,42.4
115061,302,48,182,35.98
115062,302,81,192,40.57
115063,302,81,198,42.64
115064,302,48,189,37.96
115065,302,48,182,30.51
115066,302,47,178,33.72
115067,302,47,170,37.46
115068,302,82,211,31.29
115069,302,81,191,31.16
115070,302,81,194,33.44
115071,302,81,192,36.91
115072,302,47,178,43.32
115073,302,47,179,41.94
115074,302,82,213,34.79
115075,302,48,188,40.29
115076,302,47,179,36.76
115077,302,47,170,35.36
115078,302,82,213,44.44
115079,302,47,178,38.01
115080,302,82,211,43.2
115081,302,81,192,32.82
115082,302,48,184,31.33
115083,302,81,191,42.1
115084,302,48,189,33.93
115085,302,82,211,30.04
115086,302,81,191,43.42
115087,302,48,188,32.9
115088,302,81,198,38.82
115089,302,81,191,41.4
115090,302,82,213,37.72
115091,302,47,179,35.76
115092,302,82,213,30.21
115093,302,47,170,32.67
115094,302,82,211,43.94
115095,302,81,191,40.55
115096,302,81,194,41.25
115097,302,82,211,42.63
115098,302,82,213,41.0
115099,302,81,194,38.08
115100,302,47,178,44.92
115101,302,82,213,36.9
115102,302,81,192,44.44
115103,302,81,198,39.43
115104,302,81,194,30.75
115105,302,48,182,37.83
115106,302,48,189,36.55
115107,302,81,198,41.38
115108,302,48,182,41.79
115109,302,82,213,39.13
115110,302,82,213,44.27
115111,302,81,194,38.6
115112,302,48,184,34.16
115113,302,48,188,38.04
115114,302,81,198,38.6
115115,302,48,182,33.41
115116,302,81,191,30.17
115117,302,82,211,34.09
115118,302,48,184,36.11
115119,302,81,191,30.79
115120,302,82,211,32.9
115121,302,47,178,42.51
115122,302,81,194,34.81
115123,302,48,189,35.31
115124,302,48,188,41.31
115125,302,47,178,36.85
115126,302,47,178,38.23
115127,302,47,179,39.11
115128,302,48,189,43.16
115129,302,47,179,40.01
115130,302,48,188,32.32
115131,302,83,229,38.58
115132,302,19,230,43.96
115133,302,19,230,37.57
115134,302,83,229,32.47
115135,302,83,229,40.36
115136,302,83,229,41.71
115137,302,83,229,42.94
115138,302,21,245,36.85
115139,302,19,230,39.92
115140,302,83,217,40.82
115141,302,19,230,30.2
115142,302,83,217,39.41
115143,302,21,246,33.95
115144,302,21,245,42.8
115145,302,83,217,44.8
115146,302,19,238,32.54
115147,302,19,232,36.05
115148,302,21,244,36.92
115149,302,83,229,37.05
115150,302,83,217,39.69
115151,302,83,217,33.8
115152,302,83,217,44.01
115153,302,83,217,36.45
115154,302,19,232,44.09
115155,302,21,240,35.39
115156,302,83,229,31.43
115157,302,21,240,40.95
115158,302,19,233,30.26
115159,302,19,233,40.09
115160,302,83,229,32.49
115161,302,83,229,37.44
115162,302,19,232,37.71
115163,302,21,245,31.43
115164,302,21,246,43.12
115165,302,19,230,40.94
115166,302,19,230,44.91
115167,302,83,229,41.18
115168,302,19,233,30.83
115169,302,19,233,37.75
115170,302,19,230,38.66
115171,302,19,238,43.95
115172,302,21,244,35.93
115173,302,19,238,40.98
115174,302,19,230,36.43
115175,302,19,238,42.36
115176,302,83,217,36.66
115177,302,19,238,43.12
115178,302,19,233,38.56
115179,302,21,246,34.58
115180,302,83,229,39.4
115181,302,21,246,39.01
115182,302,83,217,38.93
115183,302,83,229,40.86
115184,302,19,233,38.57
115185,302,21,246,32.75
115186,302,19,230,44.4
115187,302,83,229,32.72
115188,302,19,238,39.23
115189,302,21,244,39.39
115190,302,83,229,32.32
115191,302,83,217,35.01
115192,302,19,232,30.68
115193,302,19,238,39.94
115194,302,19,230,44.05
115195,302,21,240,37.81
115196,302,19,233,39.16
115197,302,19,230,36.6
115198,302,19,232,40.41
115199,302,83,217,43.97
115200,302,19,230,32.06
115201,302,21,240,40.65
115202,302,83,217,44.36
115203,302,21,240,40.47
115204,302,19,230,40.44
115205,302,19,230,43.39
115206,302,19,233,44.57
115207,302,86,257,43.88
115208,302,31,280,38.27
115209,302,44,298,34.43
115210,302,86,257,38.81
115211,302,31,280,32.95
115212,302,86,257,30.3
115213,302,86,255,38.89
115214,302,84,262,43.57
115215,302,32,291,30.65
115216,302,84,261,33.64
115217,302,84,266,34.82
115218,302,32,286,34.62
115219,302,86,257,35.82
115220,302,44,297,41.46
115221,302,86,251,34.26
115222,302,84,265,39.65
115223,302,32,291,44.6
115224,302,31,277,40.8
115225,302,84,261,38.81
115226,302,32,288,43.42
115227,302,44,298,39.38
115228,302,31,277,38.13
115229,302,31,283,32.99
115230,302,57,272,42.11
115231,302,44,301,41.45
115232,302,57,274,33.97
115233,302,31,277,41.88
115234,302,84,261,30.27
115235,302,57,274,32.35
115236,302,31,280,42.17
115237,302,44,299,44.17
115238,302,31,277,36.52
115239,302,86,255,34.98
115240,302,86,257,40.7
115241,302,84,265,39.7
115242,302,32,286,31.04
115243,302,84,262,39.93
115244,302,84,266,36.65
115245,302,84,266,34.76
115246,302,84,266,37.12
115247,302,86,257,31.43
115248,302,32,288,40.47
115249,302,44,299,31.58
115250,302,86,255,33.84
115251,302,57,270,34.52
115252,302,84,261,31.68
115253,302,86,251,37.71
115254,302,31,277,36.63
115255,302,44,301,41.8
115256,302,32,290,34.4
115257,302,86,251,30.86
115258,302,31,277,34.71
115259,302,57,272,33.66
115260,302,31,280,36.81
115261,302,86,257,40.06
115262,302,86,255,37.5
115263,302,86,252,37.48
115264,302,32,286,42.11
115265,302,57,275,38.04
115266,302,86,257,33.2
115267,302,86,255,32.98
115268,302,32,286,43.49
115269,302,86,257,39.28
115270,302,84,265,39.31
115271,302,31,276,41.29
115272,302,84,262,37.36
115273,302,44,297,31.51
115274,302,84,266,30.89
115275,302,84,266,37.73
115276,302,86,255,39.49
115277,302,32,288,37.13
115278,302,57,274,35.77
115279,302,84,261,40.22
115280,302,57,274,41.95
115281,302,86,251,33.86
115282,302,32,288,30.07
115283,303,77,152,31.44
115284,303,77,160,38.79
115285,303,46,161,38.56
115286,303,71,126,41.26
115287,303,77,157,37.65
115288,303,97,121,43.37
115289,303,46,161,31.27
115290,303,77,152,42.57
115291,303,97,121,31.61
115292,303,46,162,42.37
115293,303,71,125,34.7
115294,303,71,126,40.39
115295,303,77,157,38.19
115296,303,97,120,43.68
115297,303,97,115,39.49
115298,303,46,169,44.84
115299,303,46,162,32.05
115300,303,43,145,37.63
115301,303,43,145,41.07
115302,303,40,137,33.71
115303,303,40,134,43.65
115304,303,43,144,35.74
115305,303,97,121,33.66
115306,303,77,157,37.19
115307,303,97,121,34.86
115308,303,97,115,44.18
115309,303,77,157,41.9
115310,303,46,162,40.03
115311,303,46,169,37.27
115312,303,43,144,31.96
115313,303,43,145,37.08
115314,303,71,130,34.27
115315,303,43,144,37.18
115316,303,97,122,41.32
115317,303,40,137,37.14
115318,303,46,169,31.8
115319,303,46,169,34.5
115320,303,97,115,34.1
115321,303,40,137,41.21
115322,303,40,135,38.44
115323,303,46,162,35.73
115324,303,97,122,36.48
115325,303,46,169,38.03
115326,303,97,121,43.7
115327,303,43,148,44.37
115328,303,97,122,35.58
115329,303,97,121,44.92
115330,303,46,161,42.24
115331,303,71,133,39.66
115332,303,77,150,35.81
115333,303,43,143,43.82
115334,303,97,120,39.17
115335,303,40,134,33.48
115336,303,40,136,38.23
115337,303,97,115,43.81
115338,303,71,133,40.81
115339,303,43,143,38.49
115340,303,77,150,38.21
115341,303,46,162,43.88
115342,303,97,120,40.55
115343,303,97,120,33.17
115344,303,40,135,32.18
115345,303,46,168,34.44
115346,303,46,162,31.7
115347,303,43,143,37.46
115348,303,77,150,33.68
115349,303,43,145,44.88
115350,303,43,148,30.64
115351,303,43,143,38.62
115352,303,46,168,34.89
115353,303,97,120,31.55
115354,303,71,130,34.12
115355,303,46,168,36.99
115356,303,40,137,41.05
115357,303,71,126,39.09
115358,303,46,168,32.63
115359,303,82,211,37.71
115360,303,81,192,41.65
115361,303,48,189,39.26
115362,303,82,211,43.45
115363,303,48,182,31.2
115364,303,48,188,42.69
115365,303,81,198,42.76
115366,303,47,179,40.45
115367,303,47,178,38.45
115368,303,48,189,39.62
115369,303,47,178,30.6
115370,303,47,170,44.54
115371,303,47,170,35.33
115372,303,47,170,41.85
115373,303,81,192,33.28
115374,303,82,213,43.98
115375,303,81,194,30.08
115376,303,48,182,44.77
115377,303,81,191,33.0
115378,303,82,211,35.68
115379,303,47,178,38.37
115380,303,81,191,33.38
115381,303,47,170,36.06
115382,303,47,178,32.39
115383,303,82,213,32.88
115384,303,48,189,30.82
115385,303,48,189,36.9
115386,303,81,192,44.46
115387,303,81,191,43.87
115388,303,48,182,44.52
115389,303,47,178,30.57
115390,303,82,211,42.06
115391,303,47,179,40.05
115392,303,81,192,43.67
115393,303,82,211,42.72
115394,303,81,191,33.51
115395,303,48,188,36.1
115396,303,82,211,40.09
115397,303,82,211,34.95
115398,303,82,211,31.8
115399,303,48,189,33.13
115400,303,82,211,41.56
115401,303,82,211,33.96
115402,303,82,211,38.79
115403,303,82,211,33.09
115404,303,81,192,38.27
115405,303,47,178,36.42
115406,303,81,194,36.96
115407,303,82,211,33.56
115408,303,82,211,37.98
115409,303,81,191,33.04
115410,303,81,191,42.98
115411,303,47,179,32.15
115412,303,81,194,32.42
115413,303,48,189,33.62
115414,303,81,194,35.79
115415,303,82,213,31.29
115416,303,47,178,34.97
115417,303,81,198,44.52
115418,303,81,192,35.4
115419,303,81,191,34.73
115420,303,47,179,31.84
115421,303,48,188,44.86
115422,303,47,170,35.67
115423,303,82,211,30.56
115424,303,48,182,39.41
115425,303,48,189,36.69
115426,303,81,198,34.05
115427,303,82,211,30.28
115428,303,81,191,35.6
115429,303,82,211,32.95
115430,303,82,213,35.58
115431,303,82,213,36.4
115432,303,47,178,41.39
115433,303,47,178,31.78
115434,303,48,188,38.99
115435,303,83,217,43.59
115436,303,83,229,31.02
115437,303,19,230,42.15
115438,303,21,240,36.8
115439,303,83,229,44.16
115440,303,19,232,30.61
115441,303,21,244,38.75
115442,303,19,232,44.26
115443,303,83,217,38.31
115444,303,19,238,33.09
115445,303,21,246,33.22
115446,303,19,230,35.81
115447,303,21,246,39.72
115448,303,83,217,33.91
115449,303,21,246,33.97
115450,303,19,233,39.62
115451,303,83,217,43.45
115452,303,83,229,39.95
115453,303,21,246,41.05
115454,303,19,230,44.47
115455,303,21,245,31.25
115456,303,83,217,30.11
115457,303,21,244,44.64
115458,303,19,232,30.68
115459,303,19,238,43.28
115460,303,19,233,36.7
115461,303,19,230,40.68
115462,303,83,229,30.71
115463,303,21,246,33.11
115464,303,19,230,35.28
115465,303,19,233,43.8
115466,303,83,229,38.22
115467,303,19,230,42.68
115468,303,19,233,35.88
115469,303,21,244,33.14
115470,303,21,240,35.4
115471,303,83,217,32.14
115472,303,19,232,36.64
115473,303,83,217,36.25
115474,303,83,229,35.04
115475,303,19,233,41.95
115476,303,83,217,34.23
115477,303,83,229,42.08
115478,303,21,244,40.77
115479,303,83,217,35.0
115480,303,19,238,39.47
115481,303,19,233,33.9
115482,303,83,229,30.53
115483,303,83,217,37.96
115484,303,83,217,41.37
