id,name,city,state,lon,lat
5635,Parshall Hospital,NORTH FRANKLIN,NY,-75.064049,42.460079
5636,Parsons Hospital,THROGS NECK BRIDGE,NY,-73.824303,40.765663
5637,Pawling Sanitorium,POESTENKILL,NY,-73.61512,42.691471
5638,Phelps Memorial Hospital,GRAND VIEW-ON-HUDS,NY,-73.86319,41.108986
5639,Pilgrim State Hospital,BAYWOOD,NY,-73.282349,40.795658
5640,Pine Crest Sanatorium,DOLGEVILLE,NY,-74.755157,43.15535
5641,Pinehurst Nursing Home,AIRMONT,NY,-74.100151,41.107315
5642,Pinewood Sanitarium,MAHOPAC,NY,-73.694572,41.309814
5643,Placid Memorial Hospital,MOUNT VAN HOEVENBERG,NY,-73.981537,44.267265
5644,Polyclinic Hospital,BATTERY PARK,NJ,-73.98764,40.763432
5645,Riverside Hospital,EAST TREMONT,NJ,-73.897911,40.801491
5646,Rochester General Hospital,IRONDEQUOIT,NY,-77.586945,43.192001
5647,Rockland State Hospital,BARDONIA,NY,-73.970413,41.049267
5648,Roosevelt Hospital,BATTERY PARK,NJ,-73.986519,40.769543
5649,Ross Sanatorium,BAY SHORE,NY,-73.242058,40.782879
5650,Roswell Park Hospital,BUFFALO,NY,-78.865868,42.899227
5651,Saint Albans Naval Hospital,BELLEROSE,NY,-73.770142,40.689274
5652,Saint Anthonys Hospital,CANARSIE,NY,-73.849579,40.690933
5653,Saint Barnabas Hospital,CO-OP CITY,NY,-73.890411,40.853428
5654,Saint Charles Hospital,BELLE TERRE,NY,-73.060944,40.94593
5655,Saint Clares Hospital,ALPLAUS,NY,-73.915672,42.804798
5656,Saint Elizabeths Home for the Aged,CHEEKTOWAGA,NY,-78.663361,42.897278
5657,Saint Elizabeths Hospice,FORT MONTGOMERY,NY,-73.919304,41.357315
5658,Saint Elizabeths Hospital,EAST TREMONT,NY,-73.935143,40.857597
5659,Saint Francis Hospital,CARLE PLACE,NY,-73.670685,40.803989
5660,Saint Francis Hospital,BUFFALO,NY,-78.834755,42.942276
5661,Saint Francis Hospital,EAST TREMONT,NJ,-73.916252,40.810101
5662,Saint Francis Hospital,HIGHLAND,NY,-73.927643,41.718155
5663,Saint Francis Hospital,PORT JERVIS,NY,-74.681549,41.367596
5664,Saint Giles Hospital,BALDWIN,NY,-73.645134,40.711494
5665,Saint Johns Hospital,BATTERY PARK,NY,-73.937637,40.678432
5666,Saint Johns Hospital,RIVERDALE,NY,-73.886253,40.968708
5667,Saint Johns Hospital,BATTERY PARK,NJ,-73.944298,40.747044
5668,Saint Josephs Hospital,ATLANTIC BEACH,NY,-73.753471,40.598991
5669,Saint Josephs Hospital,ELMIRA,NY,-76.797462,42.091743
5670,Saint Josephs Hospital,DE WITT,NY,-76.149651,43.055626
5671,Saint Josephs Hospital,BUFFALO,NY,-78.782257,42.914497
5672,Saint Lukes Hospital,MOTT HAVEN,NJ,-73.96125,40.804821
5673,Saint Lukes Hospital,BALMVILLE,NY,-74.014305,41.503426
5674,Saint Marys Hospital,BATTERY PARK,NY,-73.925972,40.673164
5675,Saint Marys Hospital,NIAGARA FALLS,NY,-79.055321,43.091728
5676,Saint Marys Hospital,BRIGHTON,NY,-77.636665,43.149231
5677,Saint Marys Hospital,DE WITT,NY,-76.146042,43.079239
5678,Saint Marys Hospital,COHOES,NY,-73.675125,42.742577
5679,Saint Marys Hospital,AMSTERDAM,NY,-74.214851,42.953964
5680,Saint Peters Hospital,BATTERY PARK,NY,-73.99791,40.688713
5681,Saint Peters Hospital,ALBANY,NY,-73.803177,42.656471
5682,Saint Vincents Hospital,HARRISON,CT,-73.70874,40.98843
5683,Saint Vincents Hospital,BAY RIDGE,NJ,-74.105698,40.635662
5684,Samaritan Hospital,COHOES,NY,-73.672623,42.73341
5685,Saratoga Hospital,MILTON,NY,-73.796783,43.085358
5686,Saw Mill Convalescent Home,ARDSLEY,NY,-73.863747,40.975098
5687,Schervier Hospital,EAST TREMONT,NY,-73.919022,40.882038
5688,Sea View Hospital,ANNADALE,NJ,-74.131531,40.592045
5689,Sisters Hospital,BUFFALO,NY,-78.84726,42.928116
5690,South Nassau Communities Hospital,BALDWIN,NY,-73.630966,40.650932
5691,Southside Hospital,BABYLON,NY,-73.241501,40.726208
5692,Spring Valley General Hospital,AIRMONT,NY,-74.050697,41.087875
5693,Staten Island Hospital,BAY RIDGE,NJ,-74.087646,40.634544
5694,Strong Memorial Hospital,BRIGHTON,NY,-77.626396,43.122562
5695,Sydenham Hospital,MOTT HAVEN,NJ,-73.953751,40.809818
5696,The Brookdale Hospital Center,CANARSIE,NY,-73.912361,40.655102
5697,Thoracic Hospital,BATTERY PARK,NY,-73.942642,40.671772
5698,Tompkins County Hospital,CAYUGA HEIGHTS,NY,-76.537994,42.470352
5699,Triboro Hospital,BELLEROSE,NY,-73.807907,40.717884
5700,Uihlein Mercy Center,MOUNT VAN HOEVENBERG,NY,-73.982658,44.265045
5701,United States Naval Clinic,BATTERY PARK,NY,-73.97097,40.696774
5702,United States Veterans Hospital,BALMVILLE,NY,-73.966248,41.544266
5703,Unity Hospital,BATTERY PARK,NY,-73.926521,40.670662
5704,Utica State Hospital,DEERFIELD,NY,-75.25489,43.1059
5705,Van Duyn Hospital,CEDARVALE,NY,-76.190475,43.010345
5706,Victory Memorial Hospital,BAY RIDGE,NY,-74.023201,40.615105
5707,Westmount County Infirmary,GLENS FALLS,NY,-73.707626,43.361462
5708,Will Rogers Memorial Hospital,SARANAC LAKE,NY,-74.113487,44.310879
5709,Willard State Hospital,LODI STATION,NY,-76.878006,42.67701
5710,Willard State Hospital,HAYTS CORNERS,NY,-76.865509,42.67868
5711,Womens Hospital,CANARSIE,NY,-73.922363,40.668995
5712,Adams County Hospital,WEST UNION,OH,-83.535477,38.794243
5713,Akron City Hospital,AKRON,OH,-81.500671,41.079777
5714,Allen Memorial Hospital,KIPTON,OH,-82.224876,41.29533
5715,Alliance Community Hospital,MAPLE RIDGE,OH,-81.102318,40.903946
5716,Amherst Hospital,AMHERST,OH,-82.224045,41.399212
5717,Ashtabula County Medical Center,ASHTABULA,OH,-80.794807,41.881165
5718,Athens Mental Health Center,ATHENS,OH,-82.109314,39.320072
5719,Aultman Hospital,CANTON,OH,-81.404556,40.796165
5720,Barnesville Health Care Center,BARNESVILLE,OH,-81.184273,39.984787
5721,Barnesville Hospital,BARNESVILLE,OH,-81.18927,39.992847
5722,Barney Convalescent Hospital,DAYTON,OH,-84.167442,39.773666
5723,Barrett Cancer Center,CINCINNATI,OH,-84.50412,39.136452
5724,Bay View Hospital (historical),BAY VILLAGE,OH,-81.876534,41.482544
5725,Bellaire City Hospital,BENWOOD,WV,-80.740913,40.029793
5726,Bellevue Hospital,BELLEVUE,OH,-82.841576,41.283943
5727,Belmont Pines Hospital,YOUNGSTOWN,OH,-80.655632,41.161728
5728,Bethesda Hospital,CINCINNATI,OH,-84.497719,39.12923
5729,Bethesda Hospital,NORTH ZANESVILLE,OH,-82.016243,39.974789
5730,Bethesda North Hospital,BLUE ASH,OH,-84.341606,39.252277
5731,Bethesda-Warren County Health Center,LEBANON,OH,-84.207161,39.410339
5732,Betty Jane Rehabilitation Center,TIFFIN,OH,-83.174088,41.098663
5733,Booth Hospital,CINCINNATI,OH,-84.495506,39.148392
5734,Booth Hospital,BRATENAHL,OH,-81.552345,41.551991
5735,Boulevard Hospital (historical),BRATENAHL,OH,-81.550957,41.595329
5736,Bradley Road Hospital,AVON,OH,-81.958755,41.479481
5737,Brecksville Veterans Administration Hospital,RICHFIELD,OH,-81.630409,41.292835
5738,Broadview Center Hospital,BRECKSVILLE,OH,-81.680679,41.305614
5739,Brown County General Hospital,GEORGETOWN,OH,-83.896866,38.858677
5740,Brown Memorial Hospital,CONNEAUT,PA,-80.586739,41.937275
5741,Bucyrus City Hospital,BUCYRUS,OH,-82.976295,40.815056
5742,Cambridge State Mental Health and Developmental Center,CAMBRIDGE,OH,-81.587067,40.071182
5743,Cameron Hospital,BRYAN,OH,-84.557732,41.473938
5744,Careunit Hospital of Cincinnati,BRIDGETOWN NORTH,OH,-84.612724,39.143116
5745,Childrens Hospital,CINCINNATI,OH,-84.503273,39.140343
5746,Childrens Hospital,OTTAWA HILLS,OH,-83.609108,41.678379
5747,Childrens Hospital,BEXLEY,OH,-82.978508,39.953396
5748,Christ Hospital,CINCINNATI,OH,-84.509384,39.121452
5749,Christina R Holmes Memorial Hospital,CINCINNATI,OH,-84.508278,39.139782
5750,Chronic Illness Center,BRATENAHL,OH,-81.652344,41.510048
5751,Cincinnati Commercial Hospital (historical),CINCINNATI,OH,-84.520775,39.107559
5752,Circleville Hospital (historical),CIRCLEVILLE,OH,-82.944069,39.599503
5753,Citizens Hospital,BARBERTON,OH,-81.589561,41.014778
5754,City Hospital,CHESTER,OH,-80.586731,40.621735
5755,Clermont County Hospital,BATAVIA,OH,-84.144371,39.079784
5756,Clermont Nursing and Convalescent Home,DAY HEIGHTS,OH,-84.251045,39.193672
5757,Cleveland Metropolitan General Hospital,BROOKLYN,OH,-81.697075,41.461159
5758,Cleveland Psychiatric Institute,BROOKLYN,OH,-81.696243,41.461163
5759,Cleveland State Hospital,BROOKLYN HEIGHTS,OH,-81.618454,41.437832
5760,Cleveland Veterans Administration Hospital,BRATENAHL,OH,-81.613739,41.513378
5761,College Hill Hospital,DAYTON,OH,-84.239105,39.776726
5762,Columbus Community Hospital,BEXLEY,OH,-82.995468,39.931736
5763,Columbus Development Center,COLUMBUS,OH,-83.054909,39.958126
5764,Community Hospital of Bedford,NORTHFIELD,OH,-81.534843,41.395054
5765,Community Hospital of Springfield and Clark County,SPRINGFIELD,OH,-83.769096,39.919781
5766,Conover Hospital,CARLISLE,OH,-84.276611,39.558666
5767,Coshocton County Memorial Hospital,COSHOCTON,OH,-81.847633,40.270901
5768,Coshocton Hospital,COSHOCTON,OH,-81.847633,40.270634
5769,County Infirmary Farm,CHAMPION HEIGHTS,OH,-80.836197,41.278946
5770,County Pre-Release Center and Ohio Correctional Medical Center,GRANDVIEW HEIGHTS,OH,-83.016022,39.917847
5771,Crile Hospital (historical),BROOK PARK,OH,-81.764854,41.368114
5772,Dayton State Hospital,DAYTON,OH,-84.161331,39.738117
5773,DeWeese Health Center,BRADY LAKE,OH,-81.337616,41.146168
5774,Deaconess Hospital,CINCINNATI,OH,-84.521614,39.129501
5775,Defiance Hospital,DEFIANCE,OH,-84.341339,41.284218
5776,Dettmer Hospital,PIQUA,OH,-84.226334,40.086723
5777,Doctors Hospital,HILLS AND DALES,OH,-81.475121,40.798668
5778,Doctors Hospital,BEACHWOOD,OH,-81.590408,41.500332
5779,Doctors Hospital North,BEXLEY,OH,-83.008522,39.983955
5780,Doctors Hospital West,LAKE DARBY,OH,-83.137405,39.952847
5781,Dunlap Memorial Hospital,DALTON,OH,-81.763748,40.831997
5782,East Liverpool Osteopath Hospital,CHESTER,OH,-80.584236,40.621456
5783,East Thirtyfifth Street City Dispensary Health Center,CLEVELAND,OH,-81.664291,41.492828
5784,Eastern Star Home,GAMBIER,OH,-82.448219,40.38839
5785,Elyria Memorial Hospital,ELYRIA,OH,-82.097649,41.365875
5786,Euclid-Glenville Hospital,BRATENAHL,OH,-81.548454,41.59922
5787,Fairfield County Mental Health and Retardation Center,LANCASTER,OH,-82.585716,39.741734
5788,Fairhill Mental Health Center,BRATENAHL,OH,-81.599289,41.492554
5789,Fairview Park Hospital,BROOK PARK,OH,-81.824028,41.450329
5790,Fayette County Memorial Hospital,BLOOMINGBURG,OH,-83.427139,39.548122
5791,Fisher-Titus Memorial Hospital,NORWALK,OH,-82.603508,41.225613
5792,Flower Hospital,OTTAWA HILLS,OH,-83.692719,41.71199
5793,Flower Hospital,OTTAWA HILLS,OH,-83.555214,41.683109
5794,Forest City Hospital,BRATENAHL,OH,-81.612907,41.538658
5795,Forest Hills Rest Home,BRATENAHL,OH,-81.608734,41.536991
5796,Fostoria City Hospital,FOSTORIA,OH,-83.423813,41.163113
5797,Franklin County Hospital,BEXLEY,OH,-82.942398,39.930893
5798,Franklin County Infirmary,BEXLEY,OH,-82.942398,39.928394
5799,Fulton County Health Center,WAUSEON,OH,-84.135223,41.541725
5800,Galion Community Hospital,CRESTLINE,OH,-82.801567,40.731449
5801,Geauga Community Hospital,BAY VILLAGE,OH,-81.910973,41.425606
5802,General Hospital,AKRON,OH,-81.531509,41.078667
5803,General Hospital,AKRON,OH,-81.510948,41.132835
5804,Getwell Hospital (historical),CINCINNATI,OH,-84.497162,39.12923
5805,Glenbeigh Hospital,BEREA,OH,-81.824577,41.43449
5806,Good Samaritan Hospital,CINCINNATI,OH,-84.521339,39.139782
5807,Good Samaritan Hospital,DAYTON,OH,-84.234383,39.788116
5808,Good Samaritan Hospital,FAIRVIEW LANES,OH,-82.711578,41.44561
5809,Grace Hospital,BROOKLYN,OH,-81.692635,41.480331
5810,Grady Memorial Hospital,DELAWARE,OH,-83.08963,40.30534
5811,Grandview Hospital,DAYTON,OH,-84.202156,39.768665
5812,Greenbriar Nursing Center,EATON,OH,-84.644951,39.75811
5813,Greene Memorial Hospital,WILBERFORCE,OH,-83.927711,39.700062
5814,Greenfield Area Medical Center,GREENFIELD,OH,-83.387978,39.348675
5815,Guernsey Memorial Hospital,CAMBRIDGE,OH,-81.577347,40.041183
5816,Hamilton County Infirmary,AMBERLEY,OH,-84.471046,39.193119
5817,Harding Hospital,HUBER RIDGE,OH,-83.004906,40.087845
5818,Hawthornden State Hospital,MACEDONIA,OH,-81.575127,41.348663
5819,Health Hill Hospital For Children,CLEVELAND,OH,-81.607346,41.482834
5820,Highland Hospital,HILLSBORO,OH,-83.611031,39.221733
5821,Highland View County Hospital,BEACHWOOD,OH,-81.503166,41.454224
5822,Hillcrest Clinic,BEACHWOOD,OH,-81.434837,41.518383
5823,Hobart Hospital (historical),BOSTON HEIGHTS,OH,-81.438164,41.247837
5824,Hocking Valley Community Hospital,LOGAN,OH,-82.429596,39.54813
5825,Holmes Hospital,CINCINNATI,OH,-84.504669,39.140343
5826,Holy Family Hospital,BROADVIEW HEIGHTS,OH,-81.711243,41.381443
5827,Holzer Medical Center,HENDERSON,OH,-82.200981,38.809799
5828,Huron Road Hospital,BRATENAHL,OH,-81.583176,41.524769
5829,J Glen Smith Health Center,BRATENAHL,OH,-81.607071,41.540051
5830,James Cancer Hospital and Research Institute,BEXLEY,OH,-83.01741,39.995346
5831,Jewish Hospital,CINCINNATI,OH,-84.49939,39.137001
5832,Jewish Hospital Evendale Medical Center,AMBERLEY,OH,-84.423546,39.255619
5833,Joint Township District Memorial Hospital,NEW KNOXVILLE,OH,-84.370781,40.544487
5834,Kaiser Foundation Hospital,BROOK PARK,OH,-81.774292,41.404221
5835,Kettering Memorial Hospital,CENTERVILLE,OH,-84.193001,39.696449
5836,Knox Community Hospital,GAMBIER,OH,-82.452103,40.39867
5837,Lake County Crippled Children and Adults Hospital,FAIRPORT HARBOR,OH,-81.297607,41.728104
5838,Lake County Memorial Hospital,FAIRPORT HARBOR,OH,-81.242325,41.722824
5839,Lake County Memorial Hospital West,MAYFIELD,OH,-81.432899,41.62561
5840,Lake County Mental Retardation Center,EASTLAKE,OH,-81.357895,41.648106
5841,Lake Park Hospital,OTTAWA HILLS,OH,-83.691048,41.708939
5842,Lakewood Hospital,BROOKLYN,OH,-81.797638,41.484219
5843,Lancaster-Fairfield Hospital,LANCASTER,OH,-82.577103,39.717564
5844,Laurelwood Hospital,EUCLID,OH,-81.433167,41.624489
5845,Licking County Sanitarium,GRANVILLE,OH,-82.44738,40.098675
5846,Licking Memorial Hospital,GRANVILLE,OH,-82.450706,40.048126
5847,Lima State Hospital,CAIRO,OH,-84.10051,40.781719
5848,Lincoln Heights Health Center,AMBERLEY,OH,-84.455498,39.243668
5849,Lincoln Memorial Hospital,BEXLEY,OH,-82.906837,39.945065
5850,Livingston Avenue Medical Center,BEXLEY,OH,-82.95546,39.948673
5851,Longview State Hospital,AMBERLEY,OH,-84.474937,39.188667
5852,Lutheran Medical Center,BROOKLYN,OH,-81.707634,41.48727
5853,Madison County Hospital,CHOCTAW LAKE,OH,-83.454094,39.892563
5854,Madisonville Medical Center,AMBERLEY,OH,-84.391327,39.160622
5855,Magruder Hospital,PORT CLINTON,OH,-82.932976,41.505611
5856,Mansfield General Hospital,MANSFIELD,OH,-82.528221,40.752277
5857,Marietta Memorial Hospital,BOAZ,OH,-81.465126,39.431744
5858,Marion General Hospital,GREEN CAMP,OH,-83.128525,40.570889
5859,Mary Day Sanitarium,HILLS AND DALES,OH,-81.514839,40.798668
5860,Maryknoll Hospital,ARLINGTON HEIGHTS,OH,-84.480225,39.276726
5861,Marymount Hospital,BEDFORD,OH,-81.597908,41.421162
5862,Massillon Community Hospital,HILLS AND DALES,OH,-81.517342,40.806168
5863,Med-Center Hospital,MARION,OH,-83.120743,40.570057
5864,Medina Community Hospital,MEDINA,OH,-81.838188,41.137833
5865,Medonna Hall Womens Home for the Aged,BRATENAHL,OH,-81.631241,41.506161
5866,Memorial Hospital,BALLVILLE,OH,-83.134636,41.338943
5867,Memorial Hospital,WILMINGTON,OH,-83.83992,39.443951
5868,Memorial Hospital,GAMBIER,OH,-82.486275,40.395622
5869,Memorial Hospital of Geneva,GENEVA,OH,-80.962036,41.799492
5870,Memorial Hospital of Union County,MARYSVILLE,OH,-83.367981,40.229233
5871,Mentor Medical Park Clinic,EASTLAKE,OH,-81.346504,41.664215
5872,Mercer County Joint Township Community Hospital,COLDWATER,OH,-84.639404,40.480328
5873,Mercy Hospital,TIFFIN,OH,-83.199089,41.111992
5874,Mercy Hospital,GAMBIER,OH,-82.482384,40.393951
5875,Mercy Hospital,ROSSFORD,OH,-83.556602,41.659489
5876,Mercy Hospital of Fairfield,FOREST PARK,OH,-84.517166,39.312279
5877,Mercy Hospital of Hamilton,HAMILTON,OH,-84.56134,39.402279
5878,Mercy Memorial Hospital,URBANA,OH,-83.729935,40.107838
5879,Middletown Regional Hospital,MIDDLETOWN,OH,-84.376045,39.508945
5880,Midtown Nursing Home,BRATENAHL,OH,-81.630409,41.503944
5881,Millcreek Psychiatric Center for Children,AMBERLEY,OH,-84.479942,39.187279
5882,Molly Stark Hospital,LOUISVILLE,OH,-81.249001,40.881447
5883,Morrow County Hospital,CARDINGTON,OH,-82.850464,40.548122
5884,Mount Carmel Medical Center,BEXLEY,OH,-83.021576,39.957005
5885,Mount Saint Marys Hospital,NELSONVILLE,OH,-82.243202,39.463398
5886,Mount Sinai Hospital,BRATENAHL,OH,-81.616234,41.509769
5887,Mount Vernon State Hospital,GAMBIER,OH,-82.444885,40.41312
5888,New London Hospital,NEW LONDON,OH,-82.400169,41.084774
5889,Newton D Baker Health Center,BRATENAHL,OH,-81.651787,41.519489
5890,North Hospital,ARLINGTON HEIGHTS,OH,-84.541885,39.193386
5891,North Side Hospital,YOUNGSTOWN,OH,-80.657295,41.134777
5892,Northeastern Ohio General Hospital,MADISON,OH,-81.047318,41.818378
5893,O'Bleness Memorial Hospital,ATHENS,OH,-82.113762,39.327011
5894,Oakwood Sanitarium,BROOKLYN,OH,-81.742073,41.477829
5895,Ohio Valley Hospital,FOLLANSBEE,WV,-80.624794,40.35479
5896,Osteopathic Hospital,CAMPBELL,OH,-80.644234,41.116726
5897,Otis Hospital,CELINA,OH,-84.564957,40.549217
5898,Ottawa Valley Hospital,CRIDERSVILLE,OH,-84.142448,40.722271
5899,Our Lady of Mercy Hospital,MILFORD,OH,-84.36911,39.149231
5900,Parkview Hospital,ROSSFORD,OH,-83.551041,41.66116
5901,Parma Community General Hospital,BROOKLYN,OH,-81.731522,41.381443
5902,Peoples Hospital,MANSFIELD,OH,-82.49128,40.758667
5903,Pike County Hospital,PIKETON,OH,-83.004074,39.115898
5904,Piqua Memorial Medical Center,PIQUA,OH,-84.248009,40.154491
5905,Portsmouth Mental Receiving Hospital,NEW BOSTON,OH,-82.970726,38.752575
5906,Presbyterian Hospital (historical),CINCINNATI,OH,-84.521339,39.101452
5907,Providence Hospital,FAIRVIEW LANES,OH,-82.712128,41.436989
5908,Providence Hospital,BRIDGETOWN NORTH,OH,-84.570778,39.204777
5909,Rainbow Hospital,BEACHWOOD,OH,-81.517624,41.515614
5910,Receiving Hospital,BOARDMAN,OH,-80.638687,41.073666
5911,Richland Hospital,LUCAS,OH,-82.462669,40.743946
5912,Richmond Heights General Hospital,EUCLID,OH,-81.489281,41.580608
5913,Rickley Memorial Hospital,DONNELSVILLE,OH,-83.8591,39.921169
5914,Riverside Hospital,NORTHWOOD,OH,-83.515213,41.66227
5915,Riverside Hospital,COLUMBUS,OH,-83.03463,40.030346
5916,Roche Memorial Hospital,PERRYSBURG,OH,-83.597153,41.620609
5917,Rutan Hospital,BELLEFONTAINE,OH,-83.756325,40.369225
5918,Ruth S Ide Community Mental Health Center,OTTAWA HILLS,OH,-83.555214,41.68338
5919,S M Heller Memorial Hospital,NAPOLEON,OH,-84.126335,41.391441
5920,Sagamore Hills Hospital,MACEDONIA,OH,-81.56456,41.346992
5921,Saint Anns Hospital,HUBER RIDGE,OH,-82.948509,40.112846
5922,Saint Anns Hospital,BEXLEY,OH,-82.957962,39.960064
5923,Saint Anns Hospital,BRATENAHL,OH,-81.600677,41.491165
5924,Saint Anthonys Hospital,BEXLEY,OH,-82.963234,39.970623
5925,Saint Anthonys Mercy Hospital,BEXLEY,OH,-82.995468,39.932564
5926,Saint Charles Hospital,NORTHWOOD,OH,-83.485214,41.63588
5927,Saint Elizabeths Hospital,AUSTINTOWN,OH,-80.656731,41.113949
5928,Saint Francis Hospital,BRIDGETOWN NORTH,OH,-84.560509,39.126732
5929,Saint Francis Of Oak Ridge Hospital,CLYDE,OH,-83.052414,41.262272
5930,Saint Francis-Saint George Hospital,BRIDGETOWN NORTH,OH,-84.606888,39.135338
5931,Saint John and West Shore Hospital,AVON,OH,-81.943756,41.435604
5932,Saint Johns Hospital,BROOKLYN,OH,-81.739578,41.480881
5933,Saint Joseph Hospital,AMBERLEY,OH,-84.409378,39.260338
5934,Saint Joseph Riverside Hospital,BOLINDALE,OH,-80.83342,41.246166
5935,Saint Josephs Hospice,EAST CANTON,OH,-81.260109,40.838387
5936,Saint Josephs Hospital,AMHERST,OH,-82.167374,41.450871
5937,Saint Lukes Hospital,CLEVELAND,OH,-81.606239,41.484772
5938,Saint Lukes Hospital,PERRYSBURG,OH,-83.681877,41.557274
5939,Saint Marys Hospital (historical),CINCINNATI,OH,-84.528275,39.11034
5940,Saint Rita Hospital,FORT SHAWNEE,OH,-84.117447,40.740879
5941,Saint Thomas Hospital,AKRON,OH,-81.513451,41.097279
5942,Saint Vincents Hospital,ROSSFORD,OH,-83.542152,41.667831
5943,Salem Community Hospital,WASHINGTONVILLE,OH,-80.832298,40.900337
5944,Salem Dartmouth Hospital,DAYTON,OH,-84.216049,39.773117
5945,Samaritan Hospital,ASHLAND,OH,-82.310448,40.859497
5946,San Antonio Hospital,KENTON,OH,-83.606323,40.650883
5947,Saybrook Medical Center,ASHTABULA,OH,-80.831482,41.848942
5948,Selby General Hospital,WILLIAMSTOWN,OH,-81.444283,39.440353
5949,Selby Hospital,BOAZ,OH,-81.450951,39.415901
5950,Shaw Sanitarium,UNIONTOWN,OH,-81.430664,41.016449
5951,Sheltering Arms Hospital,ATHENS,OH,-82.11293,39.336742
5952,Shriners Burn Institute,CINCINNATI,OH,-84.505775,39.13728
5953,Southside Medical Center,AUSTINTOWN,OH,-80.658401,41.096725
5954,Southview Hospital,CENTERVILLE,OH,-84.203827,39.63562
5955,Southwest Community Hospital,BEREA,OH,-81.831528,41.370049
5956,Springview Hospital,SPRINGFIELD,OH,-83.758812,39.924782
5957,Stark County Infirmary,CANTON,OH,-81.384552,40.827278
5958,Stillwater Sanitarium,ENGLEWOOD,OH,-84.256615,39.841999
5959,Sunny Acres Sanatorium,BEACHWOOD,OH,-81.501511,41.441723
5960,Sycamore Hospital,MIAMISBURG,OH,-84.24855,39.637276
5961,Talbert Hospital,BROOKLYN HEIGHTS,OH,-81.649284,41.485332
5962,Thomas Hospital,DAYTON,OH,-84.255501,39.735058
5963,Tiffin Development Center,TIFFIN,OH,-83.161026,41.131443
5964,Timken Mercy Medical Center,CANTON,OH,-81.395119,40.812557
5965,Toledo State Hospital,PERRYSBURG,OH,-83.603264,41.61977
5966,Tremont Sanitarium,ARLINGTON HEIGHTS,OH,-84.545776,39.210339
5967,Trumbull Memorial Hospital,BOLINDALE,OH,-80.79924,41.236168
5968,Tuscarawas County Infirmary,BARNHILL,OH,-81.404549,40.470894
5969,Twin Cities Hospital,BARNHILL,OH,-81.336502,40.401733
5970,Union Hospital,DOVER,OH,-81.455673,40.514236
5971,University Hospital,BEXLEY,OH,-83.017967,39.995064
5972,University Hospitals,BRATENAHL,OH,-81.605675,41.506725
5973,Van Wert County Hospital,VAN WERT,OH,-84.578285,40.850609
5974,Veterans Hospital,CINCINNATI,OH,-84.508278,39.1395
5975,Veterans Memorial Hospital,MASON,OH,-82.045425,39.037857
5976,Warren General Hospital,BOLINDALE,OH,-80.777298,41.230888
5977,Wayne General Hospital,ORRVILLE,OH,-81.784027,40.837559
5978,Wayne Hospital,GREENVILLE,OH,-84.634674,40.088379
5979,Wellington Community Hospital,WELLINGTON,OH,-82.208206,41.164772
5980,West Side County Clinic,BROOKLYN,OH,-81.729576,41.475048
5981,Westview Acres Care Center,EATON,OH,-84.646622,39.76144
5982,Wilson Hospital,PORT JEFFERSON,OH,-84.168556,40.28727
5983,Windsor Hospital,BENTLEYVILLE,OH,-81.390114,41.435333
5984,Womens Hospital (historical),BRATENAHL,OH,-81.618179,41.505054
5985,Woodruff Hospital,ROSSFORD,OH,-83.552429,41.659489
5986,Woodruff Memorial Institute (historical),BRATENAHL,OH,-81.62513,41.503944
5987,Wooster Community Hosital,SMITHVILLE,OH,-81.932922,40.820618
5988,Wright Nursing Center,BROOKLYN,OH,-81.781792,41.484489
5989,Wright-Patterson Medical Center,FAIRBORN,OH,-84.03743,39.805336
5990,Arbuckle Memorial Hospital,SULPHUR,OK,-96.996407,34.505917
5991,Baptist Hospital,LAKE ALUMA,OK,-97.53476,35.529228
5992,Barlett Hospital,KIEFER,OK,-96.100273,35.992313
5993,Central State Hospital,NORMAN,OK,-97.427536,35.228397
5994,Childrens Hospital,BETHANY,OK,-97.633102,35.511166
5995,Comanche County Memorial Hospital,FORT SILL,OK,-98.434776,34.610352
5996,Curry Hospital,KIEFER,OK,-96.114441,35.994812
5997,Deaconess Hospital,BETHANY,OK,-97.584488,35.526447
5998,Eastern Oklahoma State Hospital,VINITA,OK,-95.122185,36.659248
5999,Grady Memorial Hospital,CHICKASHA,OK,-97.962822,35.048676
6000,Great Plains Hospital,APACHE,OK,-98.492004,34.591461
6001,Hillcrest Hospital,OKLAHOMA CITY,OK,-97.548645,35.407001
6002,Hillcrest Hospital,TULSA,OK,-95.969162,36.146202
6003,Hurley Hospital,COALGATE,OK,-96.217491,34.541203
6004,Kiowa Indian Hospital,FORT SILL,OK,-98.38089,34.626743
6005,Memorial Hospital,ATOKA,OK,-96.140549,34.372311
6006,Mercy Hospital,THE VILLAGE,OK,-97.600601,35.606995
6007,Mercy Hospital,TULSA,OK,-95.983055,36.149811
6008,Moton Hospital,TULSA,OK,-95.985832,36.177311
6009,Municipal Hospital,VALLEY BROOK,OK,-97.465874,35.333393
6010,Park View Hosptial,EL RENO,OK,-97.980606,35.530334
6011,Reynolds Army Community Hospital,FORT SILL,OK,-98.416161,34.648682
6012,Saint Anthony Hospital,FOREST PARK,OK,-97.523102,35.478123
6013,Saint Marys Hospital,ENID,OK,-97.871162,36.393364
6014,Shawnee Indian Sanatorium,SHAWNEE,OK,-96.922798,35.295353
